Name,Image URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
AMD Threadripper 2950X,//cdna.pcpartpicker.com/static/forever/images/product/09734bbf8632da3f135375bbb4ea6f94.256p.jpg,"$1,075.00 ",AMD,YD295XA8AFWOF,AMD Threadripper,Zen+,Colfax,sTR4,16,3.5 GHz,4.4 GHz,,,8 MB,32 MB,180 W,None,1024 GB,Yes,No,Boxed,12 nm,No,Yes
Intel Core i7-4790,//cdna.pcpartpicker.com/static/forever/images/product/c5de191eb0e991b8a2a6d20d66cf9a5f.256p.jpg,,Intel,BX80646I74790,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA1150,4,3.6 GHz,4 GHz,,,1 MB,8 MB,84 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Core i9-13900T,/static/forever/img/no-image.png,,Intel,CM8071504820403,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,1.1 GHz,5.3 GHz,0.8 GHz,3.9 GHz,32 MB,36 MB,35 W,Intel UHD Graphics 770,192 GB,Yes,No,OEM/Tray,10 nm,No,Yes: Hyper-Threading
Intel Core i9-7960X,//cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,$347.48 ,Intel,BX80673I97960X,Intel Core i9,Skylake,Skylake-X,LGA2066,16,2.8 GHz,4.4 GHz,,,16 MB,22 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i3-12100T,//cdna.pcpartpicker.com/static/forever/images/product/37a75ae4d16234910c87ae465dfc89da.256p.jpg,,Intel,CM8071504651106,Intel Core i3,Alder Lake,Alder Lake,LGA1700,4,2.2 GHz,4.1 GHz,,,5 MB,12 MB,35 W,Intel UHD Graphics 730,128 GB,No,No,OEM/Tray,10 nm,No,Yes: Hyper-Threading
Intel Core i9-9900,//cdna.pcpartpicker.com/static/forever/images/product/da9f3c4ba2ab5a3be4a1342ab47e0afc.256p.jpg,$464.15 ,Intel,BX80684I99900,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.1 GHz,5 GHz,,,2 MB,16 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-7500T,//cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,$67.63 ,Intel,BX80677I57500T,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,2.7 GHz,3.3 GHz,,,1 MB,6 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,No
AMD Ryzen 9 3900X,//cdna.pcpartpicker.com/static/forever/images/product/24ff507103b5ff52377621b24930dddd.256p.jpg,,AMD,100-000000023,AMD Ryzen 9,Zen 2,Matisse,AM4,12,3.8 GHz,4.6 GHz,,,6 MB,64 MB,105 W,None,128 GB,No,No,OEM/Tray,7 nm,No,Yes
Intel Core i7-7700,https://m.media-amazon.com/images/I/41GKAuFuNGL.jpg,$329.95 ,Intel,CM8067702868314,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,3.6 GHz,4.2 GHz,,,1 MB,8 MB,65 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Pentium E5700,https://m.media-amazon.com/images/I/51HGNzcpAeL.jpg,$19.98 ,Intel,BX80571E5700,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,3 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i7-8700,//cdna.pcpartpicker.com/static/forever/images/product/0fcd072945a17e488acd2e3e5592785e.256p.jpg,$611.05 ,Intel,CM8068403358316,Intel Core i7,Coffee Lake,Coffee Lake,LGA1151,6,3.2 GHz,4.6 GHz,,,1.5 MB,12 MB,65 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i7-2700K,https://m.media-amazon.com/images/I/51iIPrsq5TL.jpg,$89.00 ,Intel,BX80623i72700K,Intel Core i7,Sandy Bridge,Sandy Bridge,LGA1155,4,3.5 GHz,,,,1 MB,8 MB,95 W,Intel HD Graphics 3000,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Core i9-7900X,//cdna.pcpartpicker.com/static/forever/images/product/934aeb46f8ae9d26bed3d673b7c635c9.256p.jpg,$400.00 ,Intel,BX80673I97900X,Intel Core i9,Skylake,Skylake-X,LGA2066,10,3.3 GHz,4.5 GHz,,,10 MB,13.75 MB,140 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i7-7800X,//cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,$489.99 ,Intel,BX80673I77800X,Intel Core i7,Skylake,Skylake-X,LGA2066,6,3.5 GHz,4 GHz,,,6 MB,8.25 MB,140 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-8400,//cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,$249.95 ,Intel,CM8068403358811,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,2.8 GHz,4 GHz,,,1.5 MB,9 MB,65 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Pentium Gold G6400,//cdna.pcpartpicker.com/static/forever/images/product/ab31eff2865edb93498c3ab8707d4c71.256p.jpg,$69.98 ,Intel,BX80701G6400,Intel Pentium Gold,Comet Lake,Comet Lake,LGA1200,2,4 GHz,,,,0.5 MB,4 MB,58 W,Intel UHD Graphics 610,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-4440,//cdna.pcpartpicker.com/static/forever/images/product/0d6a3724134faabbccc1898c4f27c1dc.256p.jpg,$100.00 ,Intel,BX80646I54440,Intel Core i5,Haswell,Haswell,LGA1150,4,3.1 GHz,3.3 GHz,,,1 MB,6 MB,84 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i9-10940X,//cdna.pcpartpicker.com/static/forever/images/product/665a1e6d9fce6e709588d6546b503b73.256p.jpg,$780.00 ,Intel,BX8069510940X,Intel Core i9,Cascade Lake,Cascade Lake-X,LGA2066,14,3.3 GHz,4.8 GHz,,,14 MB,19.25 MB,165 W,None,256 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i7-7740X,https://m.media-amazon.com/images/I/514q5szhFSL.jpg,$234.99 ,Intel,BX80677I77740X,Intel Core i7,Kaby Lake,Kaby Lake-X,LGA2066,4,4.3 GHz,4.5 GHz,,,1 MB,8 MB,112 W,None,64 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-8600,https://m.media-amazon.com/images/I/51yRjfYzahL.jpg,$190.00 ,Intel,BX80684I58600,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,3.1 GHz,4.3 GHz,,,1.5 MB,9 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i5-4670,//cdna.pcpartpicker.com/static/forever/images/product/3d305a3bb3b9891d1016ccd88b084f6b.256p.jpg,$51.48 ,Intel,BX80646I54670,Intel Core i5,Haswell,Haswell,LGA1150,4,3.4 GHz,,,,1 MB,6 MB,84 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i9-9900K (Standard Folding Box),//cdna.pcpartpicker.com/static/forever/images/product/d6a4bfb6fab5e161ba810775a1cfcd4e.256p.jpg,$405.00 ,Intel,BX806849900K,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.6 GHz,5 GHz,,,2 MB,16 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 3 1300X,//cdna.pcpartpicker.com/static/forever/images/product/7714a4b585034b6e4a3f2e230c2806f8.256p.jpg,,AMD,YD130XBBAEBOX,AMD Ryzen 3,Zen,Summit Ridge,AM4,4,3.5 GHz,3.7 GHz,,,2 MB,8 MB,65 W,None,,No,Yes,Boxed,14 nm,Yes,No
Intel Xeon E5-2667 V3,/static/forever/img/no-image.png,"$1,008.93 ",Intel,CM8064401724301,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,8,3.2 GHz,3.6 GHz,,,2 MB,20 MB,135 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD FX-9590,//cdna.pcpartpicker.com/static/forever/images/product/af8e6181a8d4489c8613fc076130dc06.256p.jpg,$302.58 ,AMD,FD9590FHHKWOF,AMD FX,Piledriver,Vishera,AM3+,8,4.7 GHz,5 GHz,,,8 MB,8 MB,220 W,None,,No,No,OEM/Tray,32 nm,No,No
Intel Core i9-11900,//cdna.pcpartpicker.com/static/forever/images/product/c9724573a84719379a3f95f469a6e636.256p.jpg,$269.99 ,Intel,BX8070811900,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA1200,8,2.5 GHz,5.2 GHz,,,4 MB,16 MB,65 W,Intel UHD Graphics 750,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 5 2600,https://m.media-amazon.com/images/I/31XEept+wTL.jpg,,AMD,YD2600BBM6IAF,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,6,3.4 GHz,3.9 GHz,,,3 MB,15.99 MB,65 W,None,64 GB,No,No,OEM/Tray,12 nm,No,Yes
AMD Ryzen 5 3600,//cdna.pcpartpicker.com/static/forever/images/product/03f161573f98c93ea9f3e36c4254956e.256p.jpg,,AMD,100-100000031MPK,AMD Ryzen 5,Zen 2,Matisse,AM4,6,3.6 GHz,4.2 GHz,,,3 MB,32 MB,65 W,None,128 GB,No,No,OEM/Tray,7 nm,No,Yes
AMD Ryzen 3 1200 (12nm),//cdna.pcpartpicker.com/static/forever/images/product/2718f93893c0e844d4eb23c81d86b009.256p.jpg,$105.00 ,AMD,YD1200BBAFBOX,AMD Ryzen 3,Zen+,Pinnacle Ridge,AM4,4,3.1 GHz,3.4 GHz,,,2 MB,8 MB,65 W,None,,No,Yes,Boxed,12 nm,Yes,No
Intel Core i3-2100,https://m.media-amazon.com/images/I/51wyvjuFqVL.jpg,$49.00 ,Intel,BX80623I32100,Intel Core i3,Sandy Bridge,Sandy Bridge,LGA1155,2,3.1 GHz,,,,0.5 MB,3 MB,65 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Core i5-2500,https://images-na.ssl-images-amazon.com/images/I/51kN8BWH8oL.jpg,,Intel,BX80623I52500,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,3.3 GHz,,,,0.5 MB,6 MB,95 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,No
AMD Ryzen 5 2600X,//cdna.pcpartpicker.com/static/forever/images/product/bd22e4deac30110021a64d9c7f9b8944.256p.jpg,,AMD,YD260XBCM6IAF,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,6,3.6 GHz,4.2 GHz,,,3 MB,15.99 MB,95 W,None,64 GB,No,No,OEM/Tray,12 nm,No,Yes
Intel Core i9-10850KA Avengers Limited Edition,//cdna.pcpartpicker.com/static/forever/images/product/8f204a977a78a6c02837f3352fe91d94.256p.jpg,,Intel,BX8070110850KA,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,3.6 GHz,5.2 GHz,,,2.5 MB,20 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2683 V4,https://images-na.ssl-images-amazon.com/images/I/413etY4sE5L.jpg,$189.95 ,Intel,CM8066002023604,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,16,2.1 GHz,3 GHz,,,4 MB,40 MB,120 W,None,1536 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i3-4170,//cdna.pcpartpicker.com/static/forever/images/product/14c2c0e177a9537c451ecb7da2b80781.256p.jpg,,Intel,BX80646I34170,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,3.7 GHz,,,,0.5 MB,3 MB,54 W,Intel HD Graphics 4400,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Core i7-6850K,//cdna.pcpartpicker.com/static/forever/images/product/ba02f12ee3bb9892d21a4c3e26a3790f.256p.jpg,$115.00 ,Intel,BX80671I76850K,Intel Core i7,Broadwell,Broadwell-E,LGA2011-3,6,3.6 GHz,3.8 GHz,,,1.5 MB,15 MB,140 W,None,,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Celeron G3900,https://images-na.ssl-images-amazon.com/images/I/51niI34PUXL.jpg,$39.90 ,Intel,CM8066201928610,Intel Celeron,Skylake,Skylake-S,LGA1151,2,2.8 GHz,,,,0.5 MB,2 MB,51 W,Intel HD Graphics 510,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Core i7-7700K,//cdna.pcpartpicker.com/static/forever/images/product/193949e9182e432fc45535b8a557b977.256p.jpg,,Intel,CM8067702868535,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,4.2 GHz,4.5 GHz,,,1 MB,8 MB,91 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i9-7980XE,//cdna.pcpartpicker.com/static/forever/images/product/ea6fb7fd04b7ce82ea8d3e1804736d1c.256p.jpg,"$1,156.20 ",Intel,BX80673I97980X,Intel Core i9,Skylake,Skylake-X,LGA2066,18,2.6 GHz,4.4 GHz,,,18 MB,24 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Celeron G5905,//cdna.pcpartpicker.com/static/forever/images/product/4e74ee4ede2abc74ce883111381c4462.256p.jpg,,Intel,CM8070104292115,Intel Celeron,Comet Lake,Comet Lake,LGA1200,2,3.5 GHz,,,,0.5 MB,4 MB,58 W,Intel UHD Graphics 610,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i3-3220,https://m.media-amazon.com/images/I/51KcX5RvY4L.jpg,,Intel,BX80637I33220,Intel Core i3,Ivy Bridge,Ivy Bridge,LGA1155,2,3.3 GHz,,,,0.5 MB,3 MB,55 W,Intel HD Graphics 2500,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Core i7-9700F,//cdna.pcpartpicker.com/static/forever/images/product/2a54758af56063b11ceb9edee8074090.256p.jpg,$395.34 ,Intel,CM8068403874523,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3 GHz,4.7 GHz,,,2 MB,12 MB,65 W,None,128 GB,No,No,OEM/Tray,14 nm,No,No
AMD FX-8370,https://images-na.ssl-images-amazon.com/images/I/51fI4VaLoDL.jpg,$234.98 ,AMD,FD8370FRHKBOX,AMD FX,Piledriver,Vishera,AM3+,8,4 GHz,4.3 GHz,,,8 MB,8 MB,125 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i7-4820K,https://m.media-amazon.com/images/I/51mC1-uROXL.jpg,$205.86 ,Intel,BX80633I74820K,Intel Core i7,Ivy Bridge,Ivy Bridge-E,LGA2011,4,3.7 GHz,3.9 GHz,,,1 MB,10 MB,130 W,None,,No,No,Boxed,22 nm,No,Yes: Hyper-Threading
AMD Athlon II X4 635,https://m.media-amazon.com/images/I/515PHOORs-L.jpg,$58.02 ,AMD,ADX635WFK42GM,AMD Athlon II X4,K10,Propus,AM3,4,2.9 GHz,,,,2 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD FX-4350,https://images-na.ssl-images-amazon.com/images/I/31Ln73XApQL.jpg,$113.51 ,AMD,FD4350FRW4KHK,AMD FX,Piledriver,Vishera,AM3+,4,4.2 GHz,,,,4 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
Intel Pentium G3470,https://images-na.ssl-images-amazon.com/images/I/41QtNirLJyL.jpg,$58.31 ,Intel,CM8064601482520,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.6 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,No,OEM/Tray,22 nm,No,No
Intel Pentium G3470,https://m.media-amazon.com/images/I/51KR2AQgGeL.jpg,$153.10 ,Intel,BX80646G3470,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.6 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
Intel Xeon E3-1225 V6,//cdna.pcpartpicker.com/static/forever/images/product/2148585a6e55166edce53ca5970a4801.256p.jpg,$355.29 ,Intel,BX80677E31225V6,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.3 GHz,3.7 GHz,,,1 MB,8 MB,73 W,Intel HD Graphics P630,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
Intel Xeon E-2124G,//cdna.pcpartpicker.com/static/forever/images/product/d6c36622be6a53891293f2d835048b5f.256p.jpg,$292.32 ,Intel,CM8068403654114,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,4,3.4 GHz,4.5 GHz,,,1 MB,8 MB,71 W,Intel HD Graphics P630,64 GB,Yes,No,OEM/Tray,14 nm,No,No
AMD Phenom II X3 720,/static/forever/img/no-image.png,,AMD,HDX720WFGIBOX,AMD Phenom II X3,K10,Heka,AM3,3,2.8 GHz,,,,1.5 MB,6 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E8600,https://images-na.ssl-images-amazon.com/images/I/51DHf03fhlL.jpg,,Intel,BX80570E8600,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,3.33 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q6700,https://m.media-amazon.com/images/I/41cyLLoB4zL.jpg,,Intel,BX80562Q6700,Intel Core 2 Quad,Core,Kentsfield,LGA775,4,2.66 GHz,,,,8 MB,0 MB,100 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Quad Q9550S,/static/forever/img/no-image.png,,Intel,AT80569AJ073N,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.83 GHz,,,,12 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Extreme QX6850,https://images-na.ssl-images-amazon.com/images/I/31h8k8HyC7L.jpg,,Intel,BX80562QX6850,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,3 GHz,,,,8 MB,0 MB,130 W,None,,No,Yes,Boxed,65 nm,Yes,No
AMD Phenom II X6 1075T,https://images-na.ssl-images-amazon.com/images/I/41pGP9pnEGL.jpg,,AMD,HDT75TFBGRBOX,AMD Phenom II X6,K10,Thuban,AM3,6,3 GHz,,,,3 MB,6 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Pentium G2120,https://m.media-amazon.com/images/I/41Zx4Vqa-eL.jpg,$52.00 ,Intel,BX80637G2120,Intel Pentium,Ivy Bridge,Ivy Bridge,LGA1155,2,3.1 GHz,,,,0.5 MB,3 MB,55 W,Intel HD Graphics,,Yes,Yes,Boxed,22 nm,Yes,No
Intel Xeon E3-1240,https://m.media-amazon.com/images/I/51F2u+LMhgL.jpg,,Intel,BX80623E31240,Intel Xeon E3,Sandy Bridge,Sandy Bridge,LGA1155,4,3.3 GHz,,,,1 MB,8 MB,80 W,None,,Yes,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1265L V2,https://images-na.ssl-images-amazon.com/images/I/51o0b5H3EDL.jpg,,Intel,BX80637E31265L2,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,2.5 GHz,,,,1 MB,8 MB,45 W,Intel HD Graphics 2500,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1225 V3,https://m.media-amazon.com/images/I/516F2mZFEZL.jpg,,Intel,BX80646E31225V3,Intel Xeon E3,Haswell,Haswell,LGA1150,4,3.2 GHz,3.6 GHz,,,1 MB,8 MB,84 W,Intel HD Graphics P4600,,Yes,Yes,Boxed,22 nm,Yes,No
Intel Xeon E5-1660,https://images-na.ssl-images-amazon.com/images/I/51RJN9DPC5L.jpg,,Intel,BX80621E51660,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,6,3.3 GHz,3.9 GHz,,,1.5 MB,15 MB,130 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
AMD A4-3450,/static/forever/img/no-image.png,,AMD,AD3450OJZ22HX,AMD A4,Lynx,Llano,FM1,2,2.9 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,32 nm,No,No
Intel Core i3-4160T,https://m.media-amazon.com/images/I/41jUR0FQhgL.jpg,,Intel,CM8064601483535,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,3.1 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics 4400,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD FX-8370,https://m.media-amazon.com/images/I/51zPiDRKW-L.jpg,,AMD,FD8370FRW8KHK,AMD FX,Piledriver,Vishera,AM3+,8,4 GHz,4.3 GHz,,,8 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
Intel Pentium G3450,/static/forever/img/no-image.png,,Intel,CM8064601483714,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.4 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,No,OEM/Tray,22 nm,No,No
Intel Core i7-4770T,/static/forever/img/no-image.png,,Intel,CM8064601465902,Intel Core i7,Haswell,Haswell,LGA1150,4,2.5 GHz,,,,1 MB,8 MB,45 W,Intel HD Graphics 4600,,No,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1245 V5,/static/forever/img/no-image.png,$399.00 ,Intel,CM8066201934913,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.5 GHz,3.9 GHz,,,1 MB,8 MB,80 W,Intel HD Graphics P530,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i7-6950X,/static/forever/img/no-image.png,,Intel,BXC80671I76950X,Intel Core i7 Extreme,Broadwell,Broadwell-E,LGA2011-3,10,3 GHz,3.5 GHz,,,2.5 MB,25 MB,140 W,None,,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Pentium G4600,/static/forever/img/no-image.png,$169.95 ,Intel,CM8067703015525,Intel Pentium,Kaby Lake,Kaby Lake-S,LGA1151,2,3.6 GHz,,,,0.5 MB,3 MB,51 W,Intel HD Graphics 630,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i5-7500T,/static/forever/img/no-image.png,$199.95 ,Intel,CM8067702868115,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,2.7 GHz,3.3 GHz,,,1 MB,6 MB,35 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,No
Intel Xeon E3-1240 V6,/static/forever/img/no-image.png,$429.95 ,Intel,CM8067702870649,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.7 GHz,4.1 GHz,,,1 MB,8 MB,72 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD A6-9500E,//cdna.pcpartpicker.com/static/forever/images/product/2627e6e427983455c065cc3fcafe6704.256p.jpg,,AMD,AD9500AHABBOX,AMD A6,Excavator,Bristol Ridge,AM4,2,3 GHz,3.4 GHz,,,1 MB,0 MB,35 W,Radeon R5 (on die),,No,Yes,Boxed,28 nm,Yes,No
Intel Core i9-7960X,//cdna.pcpartpicker.com/static/forever/images/product/86dc01a773c3d1f95ea91de2819a7848.256p.jpg,,Intel,CD8067303734802,Intel Core i9,Skylake,Skylake-X,LGA2066,16,2.8 GHz,4.4 GHz,,,16 MB,22 MB,165 W,None,128 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD Athlon X4 970,/static/forever/img/no-image.png,,AMD,AD970XAUABBOX,AMD Athlon X4,Excavator,Bristol Ridge,AM4,4,3.8 GHz,4 GHz,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,28 nm,Yes,No
Intel Core i5-9500F,//cdna.pcpartpicker.com/static/forever/images/product/ecfb3f0796c1b19602849d9e4e622552.256p.jpg,,Intel,CM8068403875414,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3 GHz,4.4 GHz,,,1.5 MB,9 MB,65 W,None,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Xeon E5-2665,https://images-na.ssl-images-amazon.com/images/I/51TNclAJ4EL.jpg,$149.94 ,Intel,BX80621E52665,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2.4 GHz,3.1 GHz,,,2 MB,20 MB,115 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Celeron E3300,/static/forever/img/no-image.png,$64.79 ,Intel,BX80571E3300,Intel Celeron,Wolfdale,Wolfdale,LGA775,2,2.5 GHz,,,,1 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E4300,/static/forever/img/no-image.png,$70.00 ,Intel,BX80557E4300,Intel Core 2 Duo,Core,Conroe,LGA775,2,1.8 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Xeon E5-2620,https://m.media-amazon.com/images/I/51e56a5cakL.jpg,$77.00 ,Intel,BX80621E52620,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,6,2 GHz,,,,1.5 MB,15 MB,95 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
AMD Pro A10-7850B,https://m.media-amazon.com/images/I/51JoxobFKIL.jpg,$148.02 ,AMD,AD785BXBI44JA,AMD A10,Steamroller,Kaveri,FM2+,4,3.7 GHz,4 GHz,,,4 MB,0 MB,95 W,Radeon R7 (on-die),,No,No,OEM/Tray,28 nm,No,No
Intel Xeon E3-1220 V5,/static/forever/img/no-image.png,$354.97 ,Intel,CM8066201921804,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3 GHz,3.5 GHz,,,1 MB,8 MB,80 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Celeron 430,https://m.media-amazon.com/images/I/41szA79QoXL.jpg,$59.95 ,Intel,BX80557430,Intel Celeron,Core,Conroe,LGA775,1,1.8 GHz,,,,0.5 MB,0 MB,35 W,None,,No,Yes,Boxed,65 nm,Yes,No
AMD Phenom II X2 545,https://m.media-amazon.com/images/I/41aolTNIoEL.jpg,,AMD,HDX545WFGIBOX,AMD Phenom II X2,K10,Callisto,AM3,2,3 GHz,,,,1 MB,6 MB,80 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X2 550 Black,https://images-na.ssl-images-amazon.com/images/I/51jjck7t4uL.jpg,,AMD,HDZ550WFGIBOX,AMD Phenom II X2,K10,Callisto,AM3,2,3.1 GHz,,,,1 MB,6 MB,80 W,None,,No,Yes,Boxed,45 nm,Yes,No
