title,price,rating,image,screen_size,screen_resolution,max_screen_resolution,processor,num_processors,ram,memory_type,graphics_coprocessor,chipset_brand,hard_drive,flash_memory_size,hard_drive_interface,wireless_type,num_usb_3_ports,operating_system,item_weight,product_dimensions,brand,series,model_number
Dell D620 Laptop Duo Core with Windows XP,133.,3.6 out of 5 stars,https://m.media-amazon.com/images/I/51kJGvy36qL.jpg; https://m.media-amazon.com/images/I/51lJ-yTb16L.jpg; https://m.media-amazon.com/images/I/51eaRO5nVwL.jpg; https://m.media-amazon.com/images/I/51q4qr2QhFL.jpg,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 15 Laptop for Students and Business, 15.6 FHD Touchscreen Display, 12th Gen Intel Core i5-1235U, 16GB RAM, 1TB PCIe SSD, Keypad, Webcam, HDMI, SD Card Reader, PDG HDMI Cable, Win 11 Pro",519.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/410cqe2BQML.jpg; https://m.media-amazon.com/images/I/41rn47XtToL.jpg; https://m.media-amazon.com/images/I/41PLtPeESfL.jpg; https://m.media-amazon.com/images/I/31eKTpAkDnL.jpg; https://m.media-amazon.com/images/I/31msRrNWG1L.jpg; https://m.media-amazon.com/images/I/315ON896JBL.jpg; https://m.media-amazon.com/images/I/31ZginuilwL.jpg,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,3.3 GHz core_i5,10,24 GB SO-DIMM,SODIMM,Intel UHD Graphics,Intel,1 TB SSD,16 GB,Solid State,802.11ac,,Windows 11 Pro,3.65 pounds,14.11 x 9.27 x 0.83 inches,Dell,Inspiron,i352
"Dell Latitude 5550 15 5000 15.6"" FHD Business AI Laptop Computer, Intel 24-Core Ultra 9 275HX, 16GB DDR5 RAM, 512GB SSD, WiFi 6, BT 5.3, Backlit KB, Fingerprint Reader, Thunderbolt 4, Windows 11 Pro",879.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/51sloaGteYL.jpg; https://m.media-amazon.com/images/I/41mQoPvO-RL.jpg; https://m.media-amazon.com/images/I/41P5AoBKIVL.jpg; https://m.media-amazon.com/images/I/41tAmZWX6KL.jpg; https://m.media-amazon.com/images/I/31Bp4QhpI+L.jpg; https://m.media-amazon.com/images/I/41U14sJIFPL.jpg; https://m.media-amazon.com/images/I/31uonhn-O+L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.3 GHz intel_core_ultra_5,12,16 GB DDR,DDR5 RAM,Intel Graphics,Intel,512 GB SSD,,PCIE x 4,802.11ax,3,Windows 11 Pro,6.49 pounds,14.1 x 9.4 x 0.82 inches,Dell,Latitude,5550
"Dell - Inspiron 3511 15.6"" Touch Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Black",504.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/41Ivfzmje7L.jpg; https://m.media-amazon.com/images/I/219j-pAeBGL.jpg; https://m.media-amazon.com/images/I/313iypqt1TL.jpg; https://m.media-amazon.com/images/I/31VQ6jZVB-L.jpg; https://m.media-amazon.com/images/I/31VQ6jZVB-L.jpg; https://m.media-amazon.com/images/I/21cf+HXDLHL.jpg; https://m.media-amazon.com/images/I/21oKGN03IjL.jpg,15 Inches,1366 x 768 pixels,1920x1080 Pixels,4 GHz intel_core_i5_1135g7,4,8 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,256 GB SSD,,Solid State,801.11ac,2,Windows 11 S,5.6 pounds,14 x 13 x 3 inches,Dell,Inspiron 3511,i3511-5174BLK-PUS
"2021 Latest Business Laptop Dell Inspiron 17 7000 2-in-1 Laptop 17.3"" QHD Touch-Screen 11th Gen Intel Core i7-1165G7 16G RAM 1TB Nvme SSD GeForce MX350 Thunderbolt 4 Window 10 Pro","2,399.",5.0 out of 5 stars,https://m.media-amazon.com/images/I/41d0r1l4xZL.jpg; https://m.media-amazon.com/images/I/41MQnp8SEaL.jpg; https://m.media-amazon.com/images/I/317EzuAGAKL.jpg; https://m.media-amazon.com/images/I/41Bkp4oaG2L.jpg; https://m.media-amazon.com/images/I/41Y+oSBZmOL.jpg; https://m.media-amazon.com/images/I/41DvGhjQv6L.jpg,17 Inches,2560 x 1600 pixels,2560 X 1600 Pixels,4.7 GHz core_i7,4,16 GB DDR4,DDR4 SDRAM,NVIDIA GeForce MX350,NVIDIA,1 TB SSD,,Solid State,Bluetooth,,Windows 10 Pro,23.2 pounds,10.92 x 16.24 x 0.87 inches,Dell,Dell 17 7000 7706 2 in 1,Dell 17 7000 7706 2 in 1
"Dell Vostro 3520 3000 15 15.6"" FHD 120Hz Business Laptop Computer, 12th Gen Intel 10-Core i5-1235U (Beat i7-1195G7), 32GB DDR4 RAM, 1TB PCIe SSD, 802.11ac WiFi, Bluetooth, Black, Windows 11 Pro",569.,3.8 out of 5 stars,https://m.media-amazon.com/images/I/41dQoUbb6RL.jpg; https://m.media-amazon.com/images/I/41z3vOvnKtL.jpg; https://m.media-amazon.com/images/I/41pedGH-oWL.jpg; https://m.media-amazon.com/images/I/315y4RRXrhL.jpg; https://m.media-amazon.com/images/I/21h-KnC6FtL.jpg; https://m.media-amazon.com/images/I/51rXJH0t15L.jpg; https://m.media-amazon.com/images/I/31RDXZ5NbpL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.3 GHz apple_ci5,10,DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,1 TB SSD,,PCIE x 4,802.11ac,3,Windows 11 Pro,3.65 pounds,14.11 x 9.25 x 0.61 inches,Dell,Vostro,3520
"Dell Latitude D830 15.4"" Laptop (Intel Core 2 Duo 2.2Ghz, 160GB Hard Drive, 4096Mb RAM, DVD/CDRW Drive, XP Profesional)",124.,3.2 out of 5 stars,https://m.media-amazon.com/images/I/517XEN1bw3L.jpg,15.4 Inches,1366 x 768 pixels,,2.2 GHz Core_2_Duo_T7500,2,4 GB DDR2,DDR2 SDRAM,Intel Integrated Graphics,Intel,160 GB HDD,,SATA 3 GB/s,"802.11n, 802.11abg",,Windows XP;,9.88 pounds,,Dell,Dell Latitude,Latitude D830
"Dell Inspiron 15 3535 2023 Business Laptop 15.6"" FHD IPS 8-Core AMD Ryzen 7 7730U 16GB DDR4 1TB SSD AMD Radeon Graphics Wi-Fi 5 Win11 Home",299.,3.1 out of 5 stars,https://m.media-amazon.com/images/I/41uY-DBWx6L.jpg; https://m.media-amazon.com/images/I/31MQL3qry4L.jpg; https://m.media-amazon.com/images/I/31O2gXfGy2L.jpg; https://m.media-amazon.com/images/I/21wECMwuwIL.jpg; https://m.media-amazon.com/images/I/21ppcK27dKL.jpg; https://m.media-amazon.com/images/I/21kzvhTJhWL.jpg; https://m.media-amazon.com/images/I/31AnjLEoxcL.jpg,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,2 GHz ryzen_7,8,16 GB DDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD,1 TB SSD,,PCIE x 4,802.11ac,2,Windows 11 Home,3.59 pounds,14.11 x 9.27 x 0.75 inches,Dell,Inspiron 15 3535,i3535-CTO
"Dell Inspiron 15 3501 15.6 inch FHD i7 Laptop - Intel Core i7-1165G7, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Bluetooth 5.0, WiFi, HDMI, Windows 10 Home - Black",561.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41LerEBdiXL.jpg; https://m.media-amazon.com/images/I/31EQWO+s1VL.jpg; https://m.media-amazon.com/images/I/21OSOuC0MiL.jpg; https://m.media-amazon.com/images/I/417eLX5C1VL.jpg; https://m.media-amazon.com/images/I/21YYqxD-MSL.jpg; https://m.media-amazon.com/images/I/21EEXnfO8xL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.7 GHz apple_ci7,4,16 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,512 GB SSD,512 GB,Solid State,Bluetooth,2,Windows 10 Home,3.93 pounds,0.98 x 14.33 x 0.78 inches,Dell,Dell Inspiron 15 3501,i3501-7474BLK-PUS
"Dell 2023 Laptop | Inspiron 15 i3530 | 15.6"" 1920 x 1080 Touchscreen | Intel Core i7-1355U 10-Core | 16GB DDR4 | 512GB SSD | Windows 11 Home | Wi-Fi 6 - Bluetooth 5.2-1080p Camera - Carbon Black",649.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41vwKKozayL.jpg; https://m.media-amazon.com/images/I/41gpmK23seL.jpg; https://m.media-amazon.com/images/I/21EsAGhRNuL.jpg; https://m.media-amazon.com/images/I/318n47JHaVL.jpg; https://m.media-amazon.com/images/I/21FoGh5JSVL.jpg; https://m.media-amazon.com/images/I/31CNiyqnS4L.jpg; https://m.media-amazon.com/images/I/31YlumHPRSL.jpg,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,3 GHz core_i7_family,10,16 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,512 GB SSD,,PCIE x 4,802.11ax,2,Windows 11 Home,3.64 pounds,14.13 x 9.26 x 0.78 inches,Dell,Inspiron 15 i3530,I3530
"Alienware M18 R2 Gaming Laptop - 18"" QHD+ 165Hz Display | Intel 24-core i9-14900HX | GeForce RTX 4090 16GB GDDR6 | 64GB DDR5 2TB SSD | WiFi7 | Backlit Keyboard | MS Office Lifetime | Windows 11 Pro",559.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/515tCVr3PyL.jpg; https://m.media-amazon.com/images/I/41sbqtkpdIL.jpg; https://m.media-amazon.com/images/I/51FErOS2AVL.jpg; https://m.media-amazon.com/images/I/31jkmeU5I+L.jpg; https://m.media-amazon.com/images/I/31chG9cDOLL.jpg; https://m.media-amazon.com/images/I/31chG9cDOLL.jpg; https://m.media-amazon.com/images/I/315LbEwsaIL.jpg,18 Inches,2560 x 1600 pixels,2560x1600 Pixels,5.8 GHz core_i9,24,DDR5,DDR5 RAM,NVIDIA GeForce RTX 4090,NVIDIA,2 TB SSD,36 MB,Solid State,802.11ax,4,Windows 11 Pro,9.32 pounds,16.15 x 12.59 x 1.05 inches,Dell,Alienware M18 R2 Gaming Laptop,Alienware M18 R2 Gaming Laptop
"Dell Latitude 5550 15.6"" FHD Business Laptop Computer, Intel Core Ultra 7 155U, 64GB DDR5 RAM, 1TB PCIe SSD, WiFi 6, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro","1,329.",3.8 out of 5 stars,https://m.media-amazon.com/images/I/51x+-uQxiHL.jpg; https://m.media-amazon.com/images/I/41mQoPvO-RL.jpg; https://m.media-amazon.com/images/I/41P5AoBKIVL.jpg; https://m.media-amazon.com/images/I/41tAmZWX6KL.jpg; https://m.media-amazon.com/images/I/31Bp4QhpI+L.jpg; https://m.media-amazon.com/images/I/41U14sJIFPL.jpg; https://m.media-amazon.com/images/I/31uonhn-O+L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.7 GHz intel_core_ultra_7,12,64 GB DDR,DDR5 RAM,Intel Graphics,Intel,1 TB SSD,,PCIE x 4,802.11ax,3,Windows 11 Pro,3.56 pounds,14.1 x 9.4 x 0.82 inches,Dell,Latitude,5550
"DELL Inspiron 15 3000 3520 Business Laptop Computer 15.6'' FHD Touchscreen,11th Gen Intel 4 Cores i5-1155G7, with Microsoft Office 365,32G,1TB, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",532.,3.9 out of 5 stars,https://m.media-amazon.com/images/I/4188Ae2A+VL.jpg; https://m.media-amazon.com/images/I/41RG6GV8GZL.jpg; https://m.media-amazon.com/images/I/41tE7UHjb2L.jpg; https://m.media-amazon.com/images/I/211iBEdzecL.jpg; https://m.media-amazon.com/images/I/21ytCFWbsnL.jpg; https://m.media-amazon.com/images/I/3137FswaqLL.jpg; https://m.media-amazon.com/images/I/31ZbAaMlkUL.jpg,15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,4.6 GHz apple_ci5,6,32 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,1 TB SSD,8 GB,Solid State,Bluetooth,1,Windows 11 Home,5 pounds,14.11 x 9.27 x 0.83 inches,Dell,Inspiron 15 3000 3520,3520
"Dell Inspiron 16 Business Laptop – 16"" FHD+ Touchscreen – AMD Ryzen 7-8840U – Backlit Keyboard – Microsoft Office Lifetime – Wi-Fi 6E – Windows 11 Pro w/CD/DVD Drive(16G+1TSSD)",329.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/41WZVZgONuL.jpg; https://m.media-amazon.com/images/I/41DptRp3XXL.jpg; https://m.media-amazon.com/images/I/518Vuic3BLL.jpg; https://m.media-amazon.com/images/I/41TjsXcRarL.jpg; https://m.media-amazon.com/images/I/41JqHJdafWL.jpg; https://m.media-amazon.com/images/I/31gxli1BOJL.jpg,16 Inches,1920x1200,1920 x 1200 Pixels,3.3 GHz amd_ryzen_7,8,DDR5,DDR5 RAM,AMD Radeon Graphics,AMD,1 TB SSD,,PCIE x 4,,2,Windows 11 Pro,4.12 pounds,14.05 x 9.92 x 0.74 inches,Dell,Dell R7 Laptop,Dell R7 Laptop
"Dell Alienware m18 Laptop (2023) | 18"" 2560x1600 QHD+ 165Hz | Core i9-13980HX - 4TB SSD + 4TB SSD Hard Drive - 64GB RAM - Nvidia GeForce RTX 4090 | 24 cores @ 5.6 GHz - 16GB GDDR6X Win 11 Pro Black","5,299.",Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/51JS9T4ppfL.jpg; https://m.media-amazon.com/images/I/41VndJ3CdrL.jpg; https://m.media-amazon.com/images/I/31s+spDpULL.jpg; https://m.media-amazon.com/images/I/417jzeso3sL.jpg; https://m.media-amazon.com/images/I/41QzV6wnPWL.jpg; https://m.media-amazon.com/images/I/41a8tR-Ep4L.jpg; https://m.media-amazon.com/images/I/413dAUIjQWL.jpg,18 Inches,2560 x 1600 pixels,2560x1600,5.6 GHz core_i9,24,64 GB SDRAM,DDR4 SDRAM,NVIDIA GeForce RTX 4090,NVIDIA,4000 GB SSD,16 GB,Solid State,Bluetooth,,Windows 11 Pro,8 pounds,16.73 x 6.69 x 14.65 inches,Dell,Alienware m18 Laptop,Alienware m18 Laptop
"Dell Inspiron 3000 Series 3520 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1155G7, 32GB DDR4 RAM, 1TB PCIe SSD, Webcam, SD Card Reader, Wi-Fi, Windows 11 Home, Black",849.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/415zeI0GawL.jpg; https://m.media-amazon.com/images/I/41gcikmpylL.jpg; https://m.media-amazon.com/images/I/418ChJFmWuL.jpg; https://m.media-amazon.com/images/I/41JXcdnWnrL.jpg; https://m.media-amazon.com/images/I/31YtabCUJOL.jpg; https://m.media-amazon.com/images/I/41Rm2PFGcyL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.5 GHz core_i5_family,4,32 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,1 TB SSD,,PCIE x 4,Bluetooth,,Windows 11 Home,1.7 pounds,14.11 x 9.27 x 0.83 inches,Dell,Inspiron 15 3520,Inspiron 15 3520
"Dell Inspiron 15 3520 Touchscreen Business Laptop, 15.6"" FHD Touch Screen, Intel 12th Gen i5-1235U (Beat i7-1195G7), 32GB RAM, 2TB SSD, Intel UHD Graphics, Numeric Keypad, Anti-Glare, Windows 11 Pro",849.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41xgTsirJqL.jpg; https://m.media-amazon.com/images/I/31hp6E7xymL.jpg; https://m.media-amazon.com/images/I/41L1Fl-73-L.jpg; https://m.media-amazon.com/images/I/318NqwKa0OL.jpg; https://m.media-amazon.com/images/I/21S5bon00bL.jpg; https://m.media-amazon.com/images/I/21vOEu9etBL.jpg; https://m.media-amazon.com/images/I/21uGmp9Br2L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.4 GHz core_i5,10,16 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,2 TB SSD,,Solid State,Bluetooth,2,Windows 11 Pro,3.65 pounds,14.11 x 9.27 x 0.83 inches,Dell,Dell Inspiron 15,Dell Inspiron 15 3520
"Dell Inspiron 16 Professional Business Laptop, 16"" 1920 x 1200 (Full HD+), AMD Ryzen 7-8840U up to 5.1 GHz, 32 GB DDR5 RAM, 2 TB SSD, Up to 15+ Hours, Backlit Keyboard, Windows 11 Pro, Patented Mouse","1,069.",4.8 out of 5 stars,https://m.media-amazon.com/images/I/416NPQWC9QL.jpg; https://m.media-amazon.com/images/I/41Hv98jQmzL.jpg; https://m.media-amazon.com/images/I/417PFNRb4vL.jpg; https://m.media-amazon.com/images/I/41K2qIz0-XL.jpg; https://m.media-amazon.com/images/I/41SIPE+S27L.jpg; https://m.media-amazon.com/images/I/51j2kIGTUwL.jpg; https://m.media-amazon.com/images/I/41WUJ6leQIL.jpg,16 Inches,1920 x 1200 pixels,1920x1200 Pixels,5.1 GHz amd_ryzen_7,8,DDR5,DDR5 RAM,AMD Radeon Graphics,AMD,2 TB SSD,,Solid State,802.11ax,3,Windows 11 Pro,4.12 pounds,14.05 x 9.82 x 0.75 inches,Dell,Dell Inspiron 16 Laptop,Dell Inspiron 16 Laptop
"Dell Latitude 5420 Business Laptop (14"" FHD Display, Intel Core i5-1135G7, 16GB RAM, 512GB SSD) Backlit, Webcam, Ethernet Port, Wi-Fi, Thunderbolt 4, Long Battery Life, Latitude 5000, Win 11 Pro, Gray",729.,3.5 out of 5 stars,https://m.media-amazon.com/images/I/41DCGHyz75L.jpg; https://m.media-amazon.com/images/I/41rhJukfWcL.jpg; https://m.media-amazon.com/images/I/41BENzFmtML.jpg; https://m.media-amazon.com/images/I/31zj5WWIc4L.jpg; https://m.media-amazon.com/images/I/316KLJw3i7L.jpg; https://m.media-amazon.com/images/I/318jJugfmuL.jpg; https://m.media-amazon.com/images/I/21L9FZsll0L.jpg,14 Inches,1920 x 1080 pixels,1920x1080 Pixels,2.4 GHz core_i5_family,4,16 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,512 GB SSD,,Solid State,"Bluetooth, 802.11ax",2,Windows 11 Pro,2.7 pounds,12.65 x 8.22 x 0.78 inches,Dell,Dell Latitude 5420,Latitude 5420
"Dell Latitude 5520 Business Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 vPRO, 16GB RAM, 512GB SSD, IR Camera, HDMI, Backlit Keyboard, Wi-Fi 6, RJ-45, Thunderbolt 4, Windows 11 Pro","1,214.",4.4 out of 5 stars,https://m.media-amazon.com/images/I/41AjiwvZoaL.jpg; https://m.media-amazon.com/images/I/41AjiwvZoaL.jpg; https://m.media-amazon.com/images/I/416G1fMzl1L.jpg; https://m.media-amazon.com/images/I/51oOgcb2YoL.jpg; https://m.media-amazon.com/images/I/41bELTJI0TL.jpg; https://m.media-amazon.com/images/I/414uzKBa1oL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.6 GHz intel_core_i5_1145G7,4,16 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,512 GB SSD,512 GB,USB 3.2,Bluetooth,,Windows 11 Pro,3.5 pounds,14.09 x 9.19 x 0.78 inches,Dell,Dell Latitude,5520
"Dell Latitude D630 + Windows 7 notebook laptop computer, 14.1 wide screen, silver grey",196.,3.3 out of 5 stars,https://m.media-amazon.com/images/I/51LUYmwYg-L.jpg; https://m.media-amazon.com/images/I/51+7b3bfCBL.jpg; https://m.media-amazon.com/images/I/41HJ3Sn1s5L.jpg; https://m.media-amazon.com/images/I/31GIdfDvRgL.jpg; https://m.media-amazon.com/images/I/31B-RLDfgVL.jpg; https://m.media-amazon.com/images/I/41rexEWtMxL.jpg; https://m.media-amazon.com/images/I/41GAAt1Vy+L.jpg,14.1 Inches,1366 x 768 pixels,1600x900,1.8 GHz intel_core_2_duo,2,2 GB DDR2,DDR2 SDRAM,Intel Integrated GMA X3100,,80 GB HDD,,,802.11n,,Windows 7,5 pounds,13 x 2 x 9 inches,Dell,Dell Latitude,D630
"Dell Latitude 5550 15.6"" FHD Business Laptop Computer, Intel 12-Core Ultra 7 155U (Beat i7-1355U), 64GB DDR5 RAM, 2TB SSD, WiFi 6, Bluetooth 5.3, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro","1,399.",1.0 out of 5 stars,https://m.media-amazon.com/images/I/517GTocksZL.jpg; https://m.media-amazon.com/images/I/41UGaJPameL.jpg; https://m.media-amazon.com/images/I/41U7fzoqriL.jpg; https://m.media-amazon.com/images/I/41tAmZWX6KL.jpg; https://m.media-amazon.com/images/I/31TTFhITYOL.jpg; https://m.media-amazon.com/images/I/41yJqqdBPJL.jpg; https://m.media-amazon.com/images/I/31avyZesprL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.7 GHz intel_core_ultra_7,12,64 GB DDR,DDR5 RAM,Intel Graphics,Intel,2 TB SSD,,PCIE x 4,802.11ax,3,Windows 11 Pro,6.44 pounds,14.1 x 9.4 x 0.82 inches,Dell,Latitude,5550
"Dell Inspiron 15 3520 Business Laptop | 15.6"" FHD Anti-Glare Multi-Touch | Intel 10-Core i7-1255U | 32GB DDR4 2TB SSD | FHD Camera Win11Pro Black",740.,4.7 out of 5 stars,https://m.media-amazon.com/images/I/41MeiwuWGvL.jpg; https://m.media-amazon.com/images/I/51DoxrtzMTL.jpg; https://m.media-amazon.com/images/I/41M24H7XsNL.jpg; https://m.media-amazon.com/images/I/41I1F2I2X5L.jpg; https://m.media-amazon.com/images/I/21S-jq1kgRL.jpg; https://m.media-amazon.com/images/I/21TVO+NWIrL.jpg; https://m.media-amazon.com/images/I/31eE+XK4j4L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 pixels,3.5 GHz core_i7,10,DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,2 TB SSD,,Solid State,,2,Windows 11 Pro,3.66 pounds,9.27 x 14.11 x 0.83 inches,Dell,Dell Inspiron 15 3520,Inspiron 3520
"Dell Precision 3560 Laptop, 15-inch HD Screen, Business/School, i7 1165G7, 16GB DDR4 RAM, 500GB SSD, Wi-Fi, Bluetooth, Windows 11 Pro (Renewed)","1,104.",5.0 out of 5 stars,https://m.media-amazon.com/images/I/415UVrIZIbL.jpg; https://m.media-amazon.com/images/I/415jY1z9SdL.jpg; https://m.media-amazon.com/images/I/414rJX2Y5kL.jpg; https://m.media-amazon.com/images/I/41AtrHFEriL.jpg; https://m.media-amazon.com/images/I/31jxK-wzBsL.jpg; https://m.media-amazon.com/images/I/31O9Yfh9hUL.jpg,15 Inches,1366 x 768 pixels,,core_i7_11370h,1,DDR4,DDR4 SDRAM,,,500 GB,,,Bluetooth,,,5 pounds,9.29 x 14.08 x 0.87 inches,Dell,,3560
"Dell Latitude 7450 Laptop - 14"" FHD+ 400 nits Display - Intel Core Ultra 7-165U vPro - 512GB SSD - 32GB - Laplink PCmover - Win11 Pro","1,650.",Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41sDCVenkNL.jpg; https://m.media-amazon.com/images/I/41ojn-wlBsL.jpg; https://m.media-amazon.com/images/I/31gHhcOK58L.jpg; https://m.media-amazon.com/images/I/31Y9dNfGnRL.jpg; https://m.media-amazon.com/images/I/31LSIMliqoL.jpg; https://m.media-amazon.com/images/I/31qYSykPJ6L.jpg; https://m.media-amazon.com/images/I/21mtTokVLJL.jpg,14 Inches,1920 x 1200 pixels,1920x1200,4.9 GHz apple_ci7,12,16 LPDDR5,DDR5 RAM,,Intel,512 GB SSD,512 GB,,802.11b/g,2,Windows,5.37 pounds,13 x 4 x 1 inches,Dell,Latitude 7450,CPCT0
"Dell Latitude 7350 Laptop - 13.3"" FHD+ (1920 x 1200) Display -Intel Core Ultra 7-165U - 256GB SSD - 32GB RAM - Win11 Pro","1,395.",Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41vETJ5-YhL.jpg; https://m.media-amazon.com/images/I/318HosdZY9L.jpg; https://m.media-amazon.com/images/I/31Ybaw6pAvL.jpg,13.3 Inches,,1920x1200,4.9 GHz apple_ci7,12,LPDDR5,DDR5 RAM,,Intel,256 GB SSD,256 GB,,,2,Windows 11 Pro,4.39 pounds,12.07 x 7.87 x 0.67 inches,Dell,Latitude 7350,Latitude 7350
"Dell New XPS 17 9700 17 inch UHD Plus Laptop, Intel i9-10885H 10th Gen, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 2060 6GB GDDR6, Windows 10 Home, Silver","2,999.",3.6 out of 5 stars,https://m.media-amazon.com/images/I/51-ouhhVSgL.jpg; https://m.media-amazon.com/images/I/51f6dJDwIfL.jpg; https://m.media-amazon.com/images/I/41vxLCiOE2L.jpg; https://m.media-amazon.com/images/I/31QOk-WOqQL.jpg; https://m.media-amazon.com/images/I/31a8PtvfudL.jpg; https://m.media-amazon.com/images/I/41DwGyvXM4L.jpg,17 Inches,3840 x 2160 pixels,3840 x 2400 Pixels,5.3 GHz core_i9,8,32 GB DDR4,DDR4 SDRAM,NVIDIA GeForce RTX 2060,NVIDIA,1 TB SSD,1,,802.11ac,4,Windows 10 Home,5.53 pounds,14.74 x 9.76 x 0.77 inches,Dell,XPS 17 9700,XPS9700-9415SLV-PUS
"Dell Inspiron 15 3000 Series 3520 Laptop, 15.6"" FHD Touchscreen, 12th Gen Intel Core i7-1255U, 32GB RAM, 1TB PCIe SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Black",668.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/41w+dfSFn9L.jpg; https://m.media-amazon.com/images/I/41cPvmS9bpL.jpg; https://m.media-amazon.com/images/I/312+KPKTWOL.jpg; https://m.media-amazon.com/images/I/21rIGKU5YzL.jpg; https://m.media-amazon.com/images/I/21x5XSeP9fL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.2 GHz apple_ci7,10,32 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,1 TB SSD,2 TB,PCIE x 4,Bluetooth,2,Windows 11 Home,3.58 pounds,14.11 x 9.24 x 0.77 inches,Dell,Inspiron 15 3530,3520
"Dell Latitude D820 15.4"" Laptop Reinstallation XP Professional Disk (Intel Duo Core 1.83Ghz, 80GB Hard Drive, 2048Mb RAM, DVD/CDRW Drive, WiFi, XP Professional)",130.,3.7 out of 5 stars,https://m.media-amazon.com/images/I/41jRz8WDUEL.jpg,15.4 Inches,1366 x 768 pixels,1366 x 768 pixels,1.83 GHz intel_core_duo,2,2 GB DDR2,DDR2 SDRAM,ntel Graphics Media Accelerator (GMA) 950,Intel,80 GB HDD,80 GB,,802.11abg,,Windows XP;,7.93 pounds,,Dell,Dell Latitude D830,7.38E+11
"Dell Inspiron 16 I5640 2024 Business Laptop 16"" WUXGA IPS Touchscreen 10-Core Intel 7 150U 64GB DDR5 1TB SSD Intel Iris Xe Graphics Wi-Fi 6E Backlit Keyboard Fingerprint Win11 Pro",369.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41KhPz2Yj1L.jpg; https://m.media-amazon.com/images/I/41ctNgTS+NL.jpg; https://m.media-amazon.com/images/I/41WLZQDoBqL.jpg; https://m.media-amazon.com/images/I/41BMDmIPnVL.jpg; https://m.media-amazon.com/images/I/31X79BedhHL.jpg; https://m.media-amazon.com/images/I/31CR3UR9+TL.jpg; https://m.media-amazon.com/images/I/21gftV5OjFL.jpg,16 Inches,1920 x 1200,1920 x 1200 Pixels,2.9 GHz core_i7_family,10,64 GB DDR5,DDR5 SDRAM,Intel Iris Xe Graphics,Intel,1 TB SSD,,PCIE x 4,802.11ax,3,Windows 11 Pro,4.12 pounds,14.05 x 9.82 x 0.75 inches,Dell,Inspiron 16 i5640,i5640-CTO
